date,tic,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,EFFR,DTB3,T10YIE,DGS10,GC=F,CL=F
2008-01-02,MNST,3.701667070388794,3.748332977294922,3.5625,3.5983328819274902,18436800.0,2.0,0.0,13.074436356107574,11.47455007882895,0.0,-66.66666666666667,100.0,3.5983328819274902,3.5983328819274902,4.11,3.18,2.32,3.91,857.0,99.62000274658205
2008-01-03,MNST,3.5758330821990967,3.6566669940948486,3.5374999046325684,3.575000047683716,10791600.0,3.0,-0.000523493075982,3.619664075441752,3.553668854169454,0.0,-66.66666666666667,100.0,3.586666464805603,3.586666464805603,4.25,3.16,2.33,3.91,866.4000244140625,99.18000030517578
2008-01-04,MNST,3.541666984558105,3.5733330249786377,3.4316670894622803,3.4583330154418945,16824000.0,4.0,-0.0042848717741286,3.6939010482428345,3.393876248459233,0.0,-100.0,100.0,3.5438886483510337,3.5438886483510337,4.18,3.12,2.32,3.88,863.0999755859375,97.91000366210938
2008-01-07,MNST,3.468333005905152,3.509999990463257,3.3666670322418213,3.459167003631592,21558000.0,0.0,-0.0058604983883694,3.671638546929907,3.3737779274124398,0.6158741593927459,-86.00304597601406,100.0,3.522708237171173,3.522708237171173,4.27,3.19,2.29,3.86,859.5999755859375,95.08999633789062
2008-01-08,MNST,3.494999885559082,3.637500047683716,3.4600000381469727,3.564167022705078,27672000.0,1.0,-0.0024150996714711,3.665202239385781,3.396797749170127,44.85185298071745,12.352580785917423,15.39222363781777,3.530999994277954,3.530999994277954,4.27,3.17,2.29,3.86,878.0,96.33000183105467
2008-01-09,MNST,3.5391669273376465,3.668333053588867,3.5225000381469727,3.6541669368743896,25660800.0,2.0,0.0035498970801488,3.7081215319641183,3.394934104123936,60.45793639335111,68.13079432725371,4.017145246869787,3.551527818044027,3.551527818044027,4.26,3.14,2.26,3.82,879.5,95.66999816894533
2008-01-10,MNST,3.637500047683716,3.802500009536743,3.579166889190674,3.765832901000977,27895200.0,3.0,0.0123728182123223,3.798194837485537,3.366090822304502,70.99354513136663,130.94209107143374,28.683755595613185,3.5821428298950195,3.5821428298950195,4.26,3.16,2.23,3.91,891.7000122070312,93.70999908447266
2008-01-11,MNST,3.72333288192749,3.75333309173584,3.5425000190734863,3.5941669940948486,31330800.0,4.0,0.009925521543499,3.7838517628986335,3.383439937941362,49.86455500320782,45.919412370561446,17.859196127451742,3.583645850419998,3.583645850419998,4.23,3.02,2.26,3.82,896.0999755859375,92.69000244140624
2008-01-14,MNST,3.629167079925537,3.649167060852051,3.5733330249786377,3.612499952316284,16999200.0,0.0,0.0089893583638898,3.775112672259872,3.398591051223744,51.46053205168998,26.60831034988794,17.859196127451746,3.586851861741808,3.586851861741808,4.24,3.11,2.28,3.81,901.5999755859376,94.1999969482422
2008-01-15,MNST,3.56833291053772,3.593333005905152,3.5258328914642334,3.5258328914642334,24522000.0,1.0,0.0037303209060319,3.762390940040164,3.399108989387937,44.52844409611795,-39.17593617199009,4.808561104189479,3.5807499647140504,3.5807499647140504,4.24,3.09,2.27,3.72,901.0,91.9000015258789
