date,tic,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,EFFR,DTB3,T10YIE,DGS10,GC=F,CL=F
2008-01-02,ILMN,29.905000686645508,30.325000762939453,29.450000762939453,29.780000686645508,1770000.0,2.0,0.0,13.074436356107574,11.47455007882895,0.0,-66.66666666666667,100.0,29.780000686645508,29.780000686645508,4.11,3.18,2.32,3.91,857.0,99.62000274658205
2008-01-03,ILMN,29.875,29.93000030517578,29.030000686645508,29.55500030517578,2147400.0,3.0,-0.0050480854816932,29.985699086924253,29.34930190489704,0.0,-66.66666666666599,100.0,29.667500495910645,29.667500495910645,4.25,3.16,2.33,3.91,866.4000244140625,99.18000030517578
2008-01-04,ILMN,28.950000762939453,29.565000534057617,28.0,28.55500030517578,3203600.0,4.0,-0.0374422030454368,30.60082739238388,27.99250680561417,0.0,-100.0,100.0,29.296667098999023,29.296667098999023,4.18,3.12,2.32,3.88,863.0999755859375,97.91000366210938
2008-01-07,ILMN,28.649999618530277,28.71500015258789,27.88500022888184,28.405000686645508,3689800.0,0.0,-0.056673748515454,30.46261995395215,27.68488103786914,0.0,-88.07294483117781,100.0,29.073750495910645,29.073750495910645,4.27,3.19,2.29,3.86,859.5999755859375,95.08999633789062
2008-01-08,ILMN,28.420000076293945,29.0,28.334999084472656,28.375,1705200.0,1.0,-0.0671245539680391,30.28947838734241,27.578522406114622,0.0,-51.56610220066204,65.19736924931688,28.934000396728518,28.934000396728518,4.27,3.17,2.29,3.86,878.0,96.33000183105467
2008-01-09,ILMN,28.36000061035156,30.270000457763672,28.30500030517578,30.225000381469727,2468200.0,2.0,0.0069619126370987,30.75570903255156,27.542625089152544,59.31520842960369,60.42184289408532,9.674191051165408,29.14916706085205,29.14916706085205,4.26,3.14,2.26,3.82,879.5,95.66999816894533
2008-01-10,ILMN,35.814998626708984,37.59999847412109,34.994998931884766,35.0099983215332,20388800.0,3.0,0.2711228389174067,34.65322738957602,25.31962994946556,84.27386609156375,233.3333333333337,76.20662783860307,29.986428669520787,29.986428669520787,4.26,3.16,2.23,3.91,891.7000122070312,93.70999908447266
2008-01-11,ILMN,35.97999954223633,36.869998931884766,34.755001068115234,35.255001068115234,5233400.0,4.0,0.45554383829759,36.3499674119184,24.94003302677179,84.76878730196658,130.10440750762254,71.7781278256581,30.645000219345093,30.645000219345093,4.23,3.02,2.26,3.82,896.0999755859375,92.69000244140624
2008-01-14,ILMN,35.25,35.92499923706055,34.38999938964844,35.084999084472656,2468800.0,0.0,0.5678862014989718,37.24078497131602,25.03588188184696,82.89614544403855,90.4751598638245,65.03499616809641,31.13833342658149,31.13833342658149,4.24,3.11,2.28,3.81,901.5999755859376,94.1999969482422
2008-01-15,ILMN,34.505001068115234,35.625,34.39500045776367,35.005001068115234,2196800.0,1.0,0.6351961148397365,37.77660750394254,25.273392877527183,82.01417071710915,74.51685139164965,65.0349961680964,31.525000190734865,31.525000190734865,4.24,3.09,2.27,3.72,901.0,91.9000015258789
